Instance,Policy,Seed,Status,Nnodes,Fair Nodes,Gap,Integral
pp08aCUTS,brant,0,infeasible,255,255,0,5.965727568
pp08aCUTS,brant,1,infeasible,285,285,0,3.829367896
pp08aCUTS,brant,2,infeasible,219,219,0,4.969073344
pp08aCUTS,brant,3,infeasible,207,207,0,3.388901914
pp08aCUTS,brant,4,infeasible,365,365,0,5.035349278
rmatr100-p10,brant,0,infeasible,1363,1363,0,958.2674784
rmatr100-p10,brant,1,infeasible,1863,1863,0,1301.27103
rmatr100-p10,brant,2,infeasible,1719,1719,0,1183.504127
rmatr100-p10,brant,3,infeasible,1201,1201,0,949.5092856
rmatr100-p10,brant,4,infeasible,1185,1185,0,892.2421834
rmatr100-p5,brant,0,infeasible,985,985,0,3086.750393
rmatr100-p5,brant,1,infeasible,1165,1165,0,3539.72718
rmatr100-p5,brant,2,infeasible,1493,1493,0,3832.512984
rmatr100-p5,brant,3,infeasible,1465,1465,0,4451.445094
rmatr100-p5,brant,4,infeasible,963,963,0,3839.85756
rmatr200-p5,brant,0,timelimit,1019,1019,0.280160836,85790.62599
rmatr200-p5,brant,1,timelimit,908,908,0.261027888,82628.66682
rmatr200-p5,brant,2,timelimit,701,701,0.264284646,84406.48222
rmatr200-p5,brant,3,timelimit,947,947,0.284381587,87636.01126
rmatr200-p5,brant,4,timelimit,809,809,0.291823602,88336.93973
roi5alpha10n8,brant,0,timelimit,3013,3013,0.307875831,97078.74742
roi5alpha10n8,brant,1,timelimit,2001,2001,0.30026313,98941.36874
roi5alpha10n8,brant,2,timelimit,844,844,0.341145429,104687.7134
roi5alpha10n8,brant,3,timelimit,1401,1401,0.33650707,106271.5219
roi5alpha10n8,brant,4,timelimit,2354,2354,0.338691538,104312.8875
sp150x300d,brant,0,infeasible,1241,1241,0,31.34634601
sp150x300d,brant,1,infeasible,633,633,0,12.3032049
sp150x300d,brant,2,infeasible,5824,5824,0,88.12608597
sp150x300d,brant,3,infeasible,2416,2416,0,54.2326935
sp150x300d,brant,4,infeasible,252,252,0,10.83395831
stein27,brant,0,infeasible,2605,2605,0,204.7498717
stein27,brant,1,infeasible,2779,2779,0,150.6178692
stein27,brant,2,infeasible,2673,2673,0,171.842302
stein27,brant,3,infeasible,2653,2653,0,158.4752045
stein27,brant,4,infeasible,2629,2629,0,157.7637289
supportcase7,brant,0,infeasible,139,139,0,3395.22375
supportcase7,brant,1,infeasible,207,207,0,4004.610093
supportcase7,brant,2,infeasible,137,137,0,4143.076172
supportcase7,brant,3,infeasible,343,343,0,4069.846249
supportcase7,brant,4,infeasible,207,207,0,4029.365667
swath1,brant,0,infeasible,1318,1318,0,340.5291154
swath1,brant,1,infeasible,1376,1376,0,281.5074016
swath1,brant,2,infeasible,1900,1900,0,342.2182257
swath1,brant,3,infeasible,1557,1557,0,276.5574976
swath1,brant,4,infeasible,1823,1823,0,325.6871867
vpm2,brant,0,infeasible,400,400,0,25.67408751
vpm2,brant,1,infeasible,177,177,0,13.09911358
vpm2,brant,2,infeasible,327,327,0,14.55840515
vpm2,brant,3,infeasible,269,271,0,20.37908037
vpm2,brant,4,infeasible,385,385,0,18.67906316
30n20b8,pscost,0,infeasible,29,29,0,10160.27589
30n20b8,pscost,1,infeasible,90,90,0,24853.02565
30n20b8,pscost,2,infeasible,5,5,0,23053.1023
30n20b8,pscost,3,infeasible,36,36,0,23026.60161
30n20b8,pscost,4,infeasible,168,168,0,32103.30614
30n20b8,relpscost,0,infeasible,13,21,0,14457.80955
30n20b8,relpscost,1,infeasible,22,44,0,30156.10644
30n20b8,relpscost,2,infeasible,14,14,0,31228.79774
30n20b8,relpscost,3,infeasible,9,23,0,27586.30823
30n20b8,relpscost,4,infeasible,13,35,0,22196.92515
30n20b8,random,0,infeasible,31,31,0,11087.6178
30n20b8,random,1,infeasible,174,174,0,27715.549
30n20b8,random,2,infeasible,63,63,0,29739.27469
30n20b8,random,3,infeasible,40,40,0,25355.90491
30n20b8,random,4,infeasible,58,58,0,18743.789
air04,pscost,0,infeasible,795,795,0,420.7228335
air04,pscost,1,infeasible,791,791,0,3748.801709
air04,pscost,2,infeasible,683,683,0,4777.95563
air04,pscost,3,infeasible,836,836,0,674.6537322
air04,pscost,4,infeasible,791,791,0,2612.103676
air04,relpscost,0,infeasible,7,115,0,435.4337272
air04,relpscost,1,infeasible,11,103,0,3810.274348
air04,relpscost,2,infeasible,7,67,0,4315.951814
air04,relpscost,3,infeasible,9,169,0,575.0812929
air04,relpscost,4,infeasible,7,131,0,2717.340049
air04,random,0,infeasible,1675,1675,0,396.522065
air04,random,1,infeasible,19247,19247,0,4852.042659
air04,random,2,infeasible,7031,7031,0,4122.627376
air04,random,3,infeasible,7628,7628,0,552.2879013
air04,random,4,infeasible,7459,7459,0,2850.103819
air05,pscost,0,infeasible,1489,1489,0,230.1398473
air05,pscost,1,infeasible,1439,1439,0,340.1644724
air05,pscost,2,infeasible,1135,1135,0,378.919108
air05,pscost,3,infeasible,605,605,0,347.7760922
air05,pscost,4,infeasible,1385,1385,0,240.1204784
air05,relpscost,0,infeasible,41,305,0,237.2868406
air05,relpscost,1,infeasible,59,255,0,345.4399815
air05,relpscost,2,infeasible,85,319,0,317.1891639
air05,relpscost,3,infeasible,49,295,0,365.7005396
air05,relpscost,4,infeasible,71,221,0,303.3321179
air05,random,0,infeasible,7986,7986,0,264.1512893
air05,random,1,infeasible,16628,16628,0,443.8884689
air05,random,2,infeasible,9647,9647,0,483.7459333
air05,random,3,infeasible,9359,9359,0,409.3872695
air05,random,4,infeasible,27300,27300,0,571.8101123
cod105,pscost,0,timelimit,259,259,0.523809524,124609.7418
cod105,pscost,1,timelimit,232,232,0.523809524,124964.0461
cod105,pscost,2,timelimit,284,284,0.523809524,125383.5509
cod105,pscost,3,timelimit,766,766,0.523809524,125879.9183
cod105,pscost,4,timelimit,1184,1184,0.514897031,124629.6491
cod105,relpscost,0,timelimit,182,182,0.523809524,124560.5426
cod105,relpscost,1,timelimit,163,163,0.523809524,125152.7446
cod105,relpscost,2,timelimit,220,220,0.523809524,125378.6366
cod105,relpscost,3,timelimit,297,297,0.523809524,125833.4691
cod105,relpscost,4,timelimit,403,403,0.523809524,124741.2419
cod105,random,0,timelimit,269,269,0.523809524,124648.122
cod105,random,1,timelimit,257,257,0.523809524,125252.9824
cod105,random,2,timelimit,327,327,0.523809524,125088.7813
cod105,random,3,timelimit,521,521,0.523809524,125754.9178
cod105,random,4,timelimit,979,979,0.523809524,124786.1077
comp21-2idx,pscost,0,timelimit,903,903,0.815461171,166899.2629
comp21-2idx,pscost,1,timelimit,393,393,0.756011247,166790.9261
comp21-2idx,pscost,2,timelimit,625,625,0.777110369,169619.5415
comp21-2idx,pscost,3,timelimit,863,863,0.731656112,163940.6197
comp21-2idx,pscost,4,timelimit,2001,2001,0.602427289,156289.5678
comp21-2idx,relpscost,0,timelimit,377,377,0.766159966,164575.2819
comp21-2idx,relpscost,1,timelimit,253,253,0.761904762,167891.3073
comp21-2idx,relpscost,2,timelimit,498,516,0.593916818,153514.396
comp21-2idx,relpscost,3,timelimit,652,686,0.6207722,155848.807
comp21-2idx,relpscost,4,timelimit,1148,1378,0.551010707,149236.5107
comp21-2idx,random,0,timelimit,1885,1885,0.716377837,159350.6396
comp21-2idx,random,1,timelimit,738,738,0.720697838,163631.7205
comp21-2idx,random,2,timelimit,1078,1078,0.797476381,167974.7386
comp21-2idx,random,3,timelimit,1072,1072,0.663514412,158068.0174
comp21-2idx,random,4,timelimit,1112,1112,0.752392669,165346.1364
dcmulti,pscost,0,infeasible,117,117,0,3.687683329
dcmulti,pscost,1,infeasible,93,93,0,3.359428098
dcmulti,pscost,2,infeasible,189,189,0,3.286722831
dcmulti,pscost,3,infeasible,113,113,0,2.729381073
dcmulti,pscost,4,infeasible,111,111,0,3.720160672
dcmulti,relpscost,0,infeasible,9,65,0,4.081329516
dcmulti,relpscost,1,infeasible,13,71,0,3.520687946
dcmulti,relpscost,2,infeasible,9,87,0,2.992854342
dcmulti,relpscost,3,infeasible,7,63,0,4.112340088
dcmulti,relpscost,4,infeasible,9,57,0,3.07341675
dcmulti,random,0,infeasible,917,917,0,4.158284051
dcmulti,random,1,infeasible,733,733,0,3.27319671
dcmulti,random,2,infeasible,337,337,0,2.875451584
dcmulti,random,3,infeasible,439,439,0,3.213481012
dcmulti,random,4,infeasible,737,737,0,4.073621553
eil33-2,pscost,0,infeasible,8599,8599,0,396.6810849
eil33-2,pscost,1,infeasible,7715,7715,0,333.8815025
eil33-2,pscost,2,infeasible,8347,8347,0,282.12904
eil33-2,pscost,3,infeasible,8863,8863,0,265.1996644
eil33-2,pscost,4,infeasible,8209,8209,0,318.9503622
eil33-2,relpscost,0,infeasible,395,9967,0,694.3183676
eil33-2,relpscost,1,infeasible,1609,9973,0,633.8431936
eil33-2,relpscost,2,infeasible,303,8017,0,489.366641
eil33-2,relpscost,3,infeasible,447,9455,0,365.6391456
eil33-2,relpscost,4,infeasible,699,11211,0,649.3453258
eil33-2,random,0,infeasible,12377,12377,0,497.0992159
eil33-2,random,1,infeasible,13119,13119,0,431.3891207
eil33-2,random,2,infeasible,13055,13055,0,346.5432131
eil33-2,random,3,infeasible,12445,12445,0,323.9716651
eil33-2,random,4,infeasible,11577,11577,0,358.0832233
istanbul-no-cutoff,pscost,0,infeasible,889,889,0,3486.327355
istanbul-no-cutoff,pscost,1,infeasible,609,609,0,2859.392576
istanbul-no-cutoff,pscost,2,infeasible,515,515,0,2408.692848
istanbul-no-cutoff,pscost,3,infeasible,605,605,0,2668.86526
istanbul-no-cutoff,pscost,4,infeasible,509,509,0,2458.16908
istanbul-no-cutoff,relpscost,0,infeasible,285,383,0,3305.087848
istanbul-no-cutoff,relpscost,1,infeasible,233,321,0,2505.743349
istanbul-no-cutoff,relpscost,2,infeasible,207,295,0,2899.486125
istanbul-no-cutoff,relpscost,3,infeasible,259,361,0,2844.293665
istanbul-no-cutoff,relpscost,4,infeasible,233,289,0,3250.32818
istanbul-no-cutoff,random,0,infeasible,1659,1659,0,5075.158869
istanbul-no-cutoff,random,1,infeasible,1261,1261,0,3234.98774
istanbul-no-cutoff,random,2,infeasible,723,723,0,2228.873583
istanbul-no-cutoff,random,3,infeasible,1183,1183,0,3244.945277
istanbul-no-cutoff,random,4,infeasible,825,825,0,3155.336756
l152lav,pscost,0,infeasible,762,762,0,27.48115465
l152lav,pscost,1,infeasible,1228,1228,0,27.6749994
l152lav,pscost,2,infeasible,1246,1246,0,29.05274099
l152lav,pscost,3,infeasible,769,769,0,20.36089134
l152lav,pscost,4,infeasible,921,921,0,22.69855978
l152lav,relpscost,0,infeasible,5,205,0,23.25641267
l152lav,relpscost,1,infeasible,15,363,0,24.32630649
l152lav,relpscost,2,infeasible,11,239,0,18.57902561
l152lav,relpscost,3,infeasible,7,211,0,17.94784772
l152lav,relpscost,4,infeasible,13,253,0,21.43875803
l152lav,random,0,infeasible,7677,7677,0,35.83082212
l152lav,random,1,infeasible,8910,8910,0,40.22763773
l152lav,random,2,infeasible,2490,2490,0,25.58244098
l152lav,random,3,infeasible,9350,9350,0,41.58370078
l152lav,random,4,infeasible,9020,9020,0,38.80110773
lseu,pscost,0,infeasible,556,556,0,3.072540572
lseu,pscost,1,infeasible,350,350,0,1.876465977
lseu,pscost,2,infeasible,325,325,0,1.795634792
lseu,pscost,3,infeasible,392,392,0,1.612285412
lseu,pscost,4,infeasible,293,293,0,1.981527815
lseu,relpscost,0,infeasible,282,562,0,2.980848714
lseu,relpscost,1,infeasible,173,433,0,2.13294623
lseu,relpscost,2,infeasible,101,303,0,2.218782551
lseu,relpscost,3,infeasible,102,300,0,1.880136129
lseu,relpscost,4,infeasible,126,396,0,2.119275096
lseu,random,0,infeasible,485,485,0,3.185803499
lseu,random,1,infeasible,469,469,0,2.133919711
lseu,random,2,infeasible,373,373,0,3.185174467
lseu,random,3,infeasible,301,301,0,1.623040928
lseu,random,4,infeasible,379,379,0,2.384820759
misc03,pscost,0,infeasible,645,645,0,26.31646993
misc03,pscost,1,infeasible,640,640,0,27.68118181
misc03,pscost,2,infeasible,481,481,0,20.08096728
misc03,pscost,3,infeasible,422,422,0,19.28529281
misc03,pscost,4,infeasible,527,527,0,19.53751791
misc03,relpscost,0,infeasible,17,401,0,25.612501
misc03,relpscost,1,infeasible,35,579,0,36.19906128
misc03,relpscost,2,infeasible,15,429,0,23.95594545
misc03,relpscost,3,infeasible,21,467,0,30.3789862
misc03,relpscost,4,infeasible,41,577,0,37.55112569
misc03,random,0,infeasible,958,958,0,27.18124349
misc03,random,1,infeasible,1319,1319,0,36.28519408
misc03,random,2,infeasible,958,958,0,34.36386991
misc03,random,3,infeasible,1129,1129,0,27.91150281
misc03,random,4,infeasible,924,924,0,31.27793552
neos20,pscost,0,infeasible,2987,2987,0,213.0908929
neos20,pscost,1,infeasible,3497,3497,0,272.034383
neos20,pscost,2,infeasible,2900,2900,0,149.5029055
neos20,pscost,3,infeasible,3762,3762,0,201.9091102
neos20,pscost,4,infeasible,1311,1311,0,70.90455562
neos20,relpscost,0,infeasible,238,758,0,86.37102554
neos20,relpscost,1,infeasible,17,393,0,61.16129961
neos20,relpscost,2,infeasible,317,489,0,70.2077616
neos20,relpscost,3,infeasible,1187,1613,0,130.4248404
neos20,relpscost,4,infeasible,15,331,0,50.04621239
neos20,random,0,infeasible,12559,12559,0,220.502028
neos20,random,1,infeasible,11284,11284,0,438.6221741
neos20,random,2,infeasible,10649,10649,0,107.6164063
neos20,random,3,infeasible,9175,9175,0,140.0694337
neos20,random,4,infeasible,7395,7395,0,241.7327402
neos21,pscost,0,infeasible,1407,1407,0,763.8737117
neos21,pscost,1,infeasible,1743,1743,0,1120.238191
neos21,pscost,2,infeasible,1327,1327,0,846.8666269
neos21,pscost,3,infeasible,1978,1978,0,1058.532249
neos21,pscost,4,infeasible,1336,1336,0,777.6137613
neos21,relpscost,0,infeasible,703,1425,0,887.616199
neos21,relpscost,1,infeasible,742,1646,0,1012.898801
neos21,relpscost,2,infeasible,624,1258,0,791.841049
neos21,relpscost,3,infeasible,673,1813,0,919.92448
neos21,relpscost,4,infeasible,761,1615,0,953.9548229
neos21,random,0,infeasible,9258,9258,0,2080.508984
neos21,random,1,infeasible,8381,8381,0,2137.172814
neos21,random,2,infeasible,6631,6631,0,1662.375507
neos21,random,3,infeasible,8674,8674,0,1992.771044
neos21,random,4,infeasible,6408,6408,0,1575.524819
neos-476283,pscost,0,infeasible,1389,1389,0,2220.57379
neos-476283,pscost,1,infeasible,1861,1861,0,3616.407939
neos-476283,pscost,2,infeasible,1971,1971,0,3622.416379
neos-476283,pscost,3,infeasible,2333,2333,0,3657.460579
neos-476283,pscost,4,infeasible,2193,2193,0,3312.302758
neos-476283,relpscost,0,infeasible,125,797,0,2376.527452
neos-476283,relpscost,1,infeasible,319,853,0,3602.498241
neos-476283,relpscost,2,infeasible,205,849,0,3363.966046
neos-476283,relpscost,3,infeasible,215,757,0,2941.444659
neos-476283,relpscost,4,infeasible,131,429,0,3506.078092
neos-476283,random,0,timelimit,119740,119740,0.000228889,2289.48969
neos-476283,random,1,timelimit,103775,103775,0.00021393,3651.737365
neos-476283,random,2,timelimit,100989,100989,0.0002412,3964.76926
neos-476283,random,3,timelimit,90342,90342,0.000223474,3297.608644
neos-476283,random,4,timelimit,82282,82282,0.000251382,3013.740494
neos648910,pscost,0,infeasible,1868,1868,0,59.33405
neos648910,pscost,1,infeasible,1900,1900,0,57.8951
neos648910,pscost,2,infeasible,3015,3015,0,97.97105
neos648910,pscost,3,infeasible,1274,1274,0,45.966
neos648910,pscost,4,infeasible,3756,3756,0,111.7903
neos648910,relpscost,0,infeasible,3,23,0,10.80635
neos648910,relpscost,1,infeasible,45,275,0,33.99295
neos648910,relpscost,2,infeasible,79,263,0,30.8627
neos648910,relpscost,3,infeasible,55,257,0,29.0048
neos648910,relpscost,4,infeasible,29,125,0,22.02035
neos648910,random,0,infeasible,2189,2189,0,62.1855
neos648910,random,1,infeasible,2394,2394,0,82.18335
neos648910,random,2,infeasible,942,942,0,36.91655
neos648910,random,3,infeasible,1824,1824,0,50.0251
neos648910,random,4,infeasible,1086,1086,0,43.73685
pp08aCUTS,pscost,0,infeasible,313,313,0,3.716842344
pp08aCUTS,pscost,1,infeasible,259,259,0,4.07642001
pp08aCUTS,pscost,2,infeasible,305,305,0,5.518946572
pp08aCUTS,pscost,3,infeasible,197,197,0,4.364134255
pp08aCUTS,pscost,4,infeasible,299,299,0,4.180459371
pp08aCUTS,relpscost,0,infeasible,53,331,0,3.901817265
pp08aCUTS,relpscost,1,infeasible,55,323,0,5.864635294
pp08aCUTS,relpscost,2,infeasible,83,391,0,7.273397359
pp08aCUTS,relpscost,3,infeasible,55,335,0,4.564445848
pp08aCUTS,relpscost,4,infeasible,109,375,0,4.640850855
pp08aCUTS,random,0,infeasible,340,340,0,3.861906484
pp08aCUTS,random,1,infeasible,469,469,0,4.567823221
pp08aCUTS,random,2,infeasible,320,320,0,4.876092778
pp08aCUTS,random,3,infeasible,291,291,0,3.987724439
pp08aCUTS,random,4,infeasible,291,291,0,4.706653431
rmatr100-p10,pscost,0,infeasible,825,825,0,995.049644
rmatr100-p10,pscost,1,infeasible,919,919,0,1165.112533
rmatr100-p10,pscost,2,infeasible,909,909,0,1355.548315
rmatr100-p10,pscost,3,infeasible,889,889,0,1434.141344
rmatr100-p10,pscost,4,infeasible,935,935,0,1073.439423
rmatr100-p10,relpscost,0,infeasible,809,1249,0,1675.239488
rmatr100-p10,relpscost,1,infeasible,769,1177,0,1824.731466
rmatr100-p10,relpscost,2,infeasible,805,1203,0,2280.207001
rmatr100-p10,relpscost,3,infeasible,833,1277,0,2093.332956
rmatr100-p10,relpscost,4,infeasible,817,1171,0,1864.830308
rmatr100-p10,random,0,infeasible,4403,4403,0,3011.720828
rmatr100-p10,random,1,infeasible,4819,4819,0,3687.728162
rmatr100-p10,random,2,infeasible,4943,4943,0,4102.617603
rmatr100-p10,random,3,infeasible,5133,5133,0,4466.456244
rmatr100-p10,random,4,infeasible,5523,5523,0,3942.435514
rmatr100-p5,pscost,0,infeasible,453,453,0,2424.770446
rmatr100-p5,pscost,1,infeasible,437,437,0,2784.70863
rmatr100-p5,pscost,2,infeasible,445,445,0,3411.521148
rmatr100-p5,pscost,3,infeasible,461,461,0,3213.80126
rmatr100-p5,pscost,4,infeasible,463,463,0,2806.686774
rmatr100-p5,relpscost,0,infeasible,397,891,0,3724.943947
rmatr100-p5,relpscost,1,infeasible,421,817,0,4544.786052
rmatr100-p5,relpscost,2,infeasible,439,721,0,4788.699663
rmatr100-p5,relpscost,3,infeasible,393,661,0,4731.0603
rmatr100-p5,relpscost,4,infeasible,411,857,0,4323.465699
rmatr100-p5,random,0,infeasible,1645,1645,0,5072.609456
rmatr100-p5,random,1,infeasible,1657,1657,0,6391.542848
rmatr100-p5,random,2,infeasible,1969,1969,0,8545.340973
rmatr100-p5,random,3,infeasible,1903,1903,0,7876.825567
rmatr100-p5,random,4,infeasible,1861,1861,0,7027.690281
rmatr200-p5,pscost,0,timelimit,328,328,0.325193415,92931.36398
rmatr200-p5,pscost,1,timelimit,243,243,0.318130602,91428.80939
rmatr200-p5,pscost,2,timelimit,253,253,0.309733557,92078.7335
rmatr200-p5,pscost,3,timelimit,297,297,0.298113565,90788.8403
rmatr200-p5,pscost,4,timelimit,440,440,0.30472516,91837.98755
rmatr200-p5,relpscost,0,timelimit,170,170,0.240006113,82495.94014
rmatr200-p5,relpscost,1,timelimit,81,81,0.260454963,88182.28812
rmatr200-p5,relpscost,2,timelimit,97,97,0.250990058,87628.13042
rmatr200-p5,relpscost,3,timelimit,121,121,0.239632515,87042.55576
rmatr200-p5,relpscost,4,timelimit,209,209,0.237646079,84083.98092
rmatr200-p5,random,0,timelimit,566,566,0.288031917,94377.11273
rmatr200-p5,random,1,timelimit,402,402,0.311864314,97855.32092
rmatr200-p5,random,2,timelimit,426,426,0.313516869,98556.88451
rmatr200-p5,random,3,timelimit,514,514,0.318396765,96823.11039
rmatr200-p5,random,4,timelimit,860,860,0.299204042,94303.61178
roi5alpha10n8,pscost,0,timelimit,2594,2594,0.313371414,104438.7465
roi5alpha10n8,pscost,1,timelimit,649,649,0.365973954,111831.6718
roi5alpha10n8,pscost,2,timelimit,757,757,0.35370955,115450.9955
roi5alpha10n8,pscost,3,timelimit,2149,2149,0.3226112,112744.7542
roi5alpha10n8,pscost,4,timelimit,2043,2043,0.318791972,110448.7177
roi5alpha10n8,relpscost,0,timelimit,1747,1859,0.325819395,104432.0294
roi5alpha10n8,relpscost,1,timelimit,779,847,0.343771102,110042.6438
roi5alpha10n8,relpscost,2,timelimit,519,589,0.34369919,117268.6603
roi5alpha10n8,relpscost,3,timelimit,648,768,0.343524225,117019.0328
roi5alpha10n8,relpscost,4,timelimit,963,1077,0.347906598,112828.7246
roi5alpha10n8,random,0,timelimit,1639,1639,0.379825625,112458.1834
roi5alpha10n8,random,1,timelimit,724,724,0.387709225,114725.7174
roi5alpha10n8,random,2,timelimit,1033,1033,0.372554357,119150.5541
roi5alpha10n8,random,3,timelimit,881,881,0.377131182,119281.6316
roi5alpha10n8,random,4,timelimit,3250,3250,0.372128824,115382.0428
sp150x300d,pscost,0,infeasible,1400,1400,0,7.597336415
sp150x300d,pscost,1,infeasible,6367,6367,0,25.24264971
sp150x300d,pscost,2,infeasible,766767,766767,0,1519.215767
sp150x300d,pscost,3,infeasible,29387,29387,0,93.29022687
sp150x300d,pscost,4,infeasible,1538,1538,0,10.10798761
sp150x300d,relpscost,0,infeasible,209,355,0,4.788344804
sp150x300d,relpscost,1,infeasible,65,155,0,4.413875793
sp150x300d,relpscost,2,infeasible,54469,64079,0,184.7156528
sp150x300d,relpscost,3,infeasible,439,613,0,11.08633116
sp150x300d,relpscost,4,infeasible,69,493,0,8.92588808
sp150x300d,random,0,infeasible,2344,2344,0,14.10391305
sp150x300d,random,1,infeasible,2574,2574,0,10.99698708
sp150x300d,random,2,infeasible,473058,473058,0,505.1189121
sp150x300d,random,3,infeasible,46266,46266,0,113.7648833
sp150x300d,random,4,infeasible,1081,1081,0,8.951317727
stein27,pscost,0,infeasible,2797,2797,0,31.68954526
stein27,pscost,1,infeasible,2669,2669,0,22.02150955
stein27,pscost,2,infeasible,2763,2763,0,23.00748007
stein27,pscost,3,infeasible,2801,2801,0,29.73582282
stein27,pscost,4,infeasible,2605,2605,0,22.10815557
stein27,relpscost,0,infeasible,2697,2961,0,33.29758109
stein27,relpscost,1,infeasible,2755,3879,0,26.1840616
stein27,relpscost,2,infeasible,2611,3627,0,23.54056211
stein27,relpscost,3,infeasible,2595,2785,0,29.56512387
stein27,relpscost,4,infeasible,2643,2925,0,29.74041302
stein27,random,0,infeasible,3027,3027,0,30.14881156
stein27,random,1,infeasible,3189,3189,0,25.03507218
stein27,random,2,infeasible,2949,2949,0,23.79702431
stein27,random,3,infeasible,3017,3017,0,28.44553449
stein27,random,4,infeasible,2951,2951,0,23.63698111
supportcase7,pscost,0,infeasible,151,151,0,3295.708818
supportcase7,pscost,1,infeasible,237,237,0,4160.828073
supportcase7,pscost,2,infeasible,159,159,0,3690.474094
supportcase7,pscost,3,infeasible,151,151,0,3618.342174
supportcase7,pscost,4,infeasible,187,187,0,2902.49638
supportcase7,relpscost,0,infeasible,13,157,0,3494.523579
supportcase7,relpscost,1,infeasible,9,147,0,4117.093898
supportcase7,relpscost,2,infeasible,7,197,0,4569.157046
supportcase7,relpscost,3,infeasible,7,147,0,3750.888817
supportcase7,relpscost,4,infeasible,11,171,0,3147.460141
supportcase7,random,0,infeasible,1429,1429,0,3485.595446
supportcase7,random,1,infeasible,905,905,0,4126.073538
supportcase7,random,2,infeasible,591,591,0,3876.712573
supportcase7,random,3,infeasible,773,773,0,3901.852524
supportcase7,random,4,infeasible,527,527,0,3450.209353
swath1,pscost,0,infeasible,1042,1042,0,252.2422438
swath1,pscost,1,infeasible,1132,1132,0,267.1958786
swath1,pscost,2,infeasible,1139,1139,0,231.5457935
swath1,pscost,3,infeasible,1162,1162,0,254.6560448
swath1,pscost,4,infeasible,1067,1067,0,222.4657545
swath1,relpscost,0,infeasible,235,2221,0,355.6457793
swath1,relpscost,1,infeasible,221,2309,0,336.6035462
swath1,relpscost,2,infeasible,266,2282,0,276.0734251
swath1,relpscost,3,infeasible,663,3517,0,338.7526825
swath1,relpscost,4,infeasible,235,2299,0,271.3950341
swath1,random,0,infeasible,1126,1126,0,295.7543081
swath1,random,1,infeasible,1474,1474,0,294.2355638
swath1,random,2,infeasible,1017,1017,0,259.1514651
swath1,random,3,infeasible,2636,2636,0,309.4042089
swath1,random,4,infeasible,1318,1318,0,225.4606872
vpm2,pscost,0,infeasible,385,385,0,14.3501146
vpm2,pscost,1,infeasible,488,488,0,11.85656771
vpm2,pscost,2,infeasible,581,581,0,12.33265414
vpm2,pscost,3,infeasible,495,495,0,13.61663529
vpm2,pscost,4,infeasible,877,877,0,16.75238071
vpm2,relpscost,0,infeasible,165,405,0,15.18632914
vpm2,relpscost,1,infeasible,153,307,0,11.92037405
vpm2,relpscost,2,infeasible,254,602,0,11.27431629
vpm2,relpscost,3,infeasible,236,484,0,15.71298785
vpm2,relpscost,4,infeasible,202,572,0,14.33636904
vpm2,random,0,infeasible,736,736,0,20.44251141
vpm2,random,1,infeasible,493,493,0,16.93967171
vpm2,random,2,infeasible,456,456,0,14.18257811
vpm2,random,3,infeasible,537,537,0,15.02981261
vpm2,random,4,infeasible,821,821,0,15.63704487
